Id,SalePrice
1461,120892.004
1462,161768.1798
1463,180696.8327
1464,194822.7861
1465,189436.2667
1466,169329.5768
1467,172082.7992
1468,160907.3185
1469,195238.7911
1470,113642.1418
1471,201682.4172
1472,106982.0671
1473,102113.3075
1474,143173.3332
1475,117606.6289
1476,339724.8829
1477,227768.211
1478,285478.0651
1479,277974.0232
1480,531157.9483
1481,325655.6011
1482,211456.4266
1483,184259.6033
1484,166572.2533
1485,194675.4166
1486,203818.3898
1487,329041.4682
1488,233555.816
1489,181439.3973
1490,235903.6054
1491,202741.8895
1492,104872.4451
1493,201026.2815
1494,291348.2638
1495,291773.1727
1496,227414.0919
1497,178063.8256
1498,163526.6446
1499,161403.645
1500,152844.491
1501,166649.2665
1502,149733.6022
1503,255375.4645
1504,239439.6845
1505,224306.9767
1506,181285.2664
1507,263846.252
1508,198494.0848
1509,151102.2076
1510,138115.5223
1511,141302.1121
1512,174606.8528
1513,140335.2375
1514,165381.1767
1515,189015.0724
1516,150390.2618
1517,174587.1546
1518,138335.835
1519,223570.215
1520,123239.6984
1521,125306.7345
1522,184570.1888
1523,104756.8169
1524,109170.0044
1525,115401.5385
1526,121289.7037
1527,98287.53809
1528,139765.384
1529,134015.6851
1530,180368.8803
1531,111400.4889
1532,93125.80107
1533,139169.2374
1534,114213.6144
1535,170106.065
1536,112554.0995
1537,75616.29999
1538,170275.1398
1539,177830.1077
1540,110900.4922
1541,141387.2846
1542,147089.2156
1543,196437.8106
1544,86595.71387
1545,115821.9994
1546,130779.0374
1547,123292.8709
1548,121432.978
1549,105808.2149
1550,126447.3375
1551,121057.6841
1552,137045.6065
1553,143633.4726
1554,118755.1351
1555,174590.8026
1556,85879.31038
1557,104195.7959
1558,106559.735
1559,95814.10278
1560,129926.0882
1561,137345.0364
1562,132445.9295
1563,121818.0737
1564,161328.9209
1565,156681.1223
1566,246501.6174
1567,84454.69519
1568,237182.2069
1569,137800.5815
1570,145432.9913
1571,113580.2561
1572,141936.1198
1573,257918.0759
1574,123685.2393
1575,273497.3167
1576,231509.8683
1577,180467.778
1578,130944.1243
1579,142262.235
1580,193857.9747
1581,158440.7928
1582,116799.4279
1583,323121.3489
1584,227207.4073
1585,147830.433
1586,79446.06358
1587,103652.9142
1588,143119.3494
1589,102190.2301
1590,133180.6283
1591,90696.4655
1592,122602.6275
1593,120604.1365
1594,117108.0569
1595,108995.4361
1596,229423.7466
1597,187027.0428
1598,202862.9182
1599,176549.9708
1600,177399.526
1601,67343.26066
1602,123929.2048
1603,86955.29056
1604,264657.1082
1605,253638.2028
1606,161259.5167
1607,189342.3512
1608,209231.7723
1609,179976.6255
1610,143157.6919
1611,138383.5642
1612,171727.6806
1613,166979.3251
1614,127139.8738
1615,89617.82557
1616,86506.63164
1617,95752.53418
1618,122860.0032
1619,134985.3702
1620,190039.3894
1621,139069.1941
1622,137626.907
1623,303681.2501
1624,226389.2612
1625,115534.3558
1626,168939.8009
1627,191728.1599
1628,292013.5609
1629,174937.342
1630,364647.9343
1631,203824.2503
1632,232514.3246
1633,171121.1081
1634,181915.8593
1635,174589.1432
1636,156249.8122
1637,189018.2804
1638,199577.3297
1639,175451.3335
1640,251746.0387
1641,183646.6203
1642,235166.7316
1643,221315.1128
1644,234963.9199
1645,205902.9169
1646,157425.3199
1647,156949.8385
1648,123205.0037
1649,132512.8757
1650,110011.7154
1651,117659.0306
1652,107578.3154
1653,107190.0406
1654,141594.5078
1655,137462.7064
1656,139430.0791
1657,142691.5038
1658,143010.6173
1659,117792.4117
1660,148015.3118
1661,477402.1958
1662,384941.0641
1663,371747.788
1664,589508.0347
1665,293858.1936
1666,332005.7404
1667,390970.36
1668,322738.0731
1669,302956.1746
1670,336651.8195
1671,266642.2788
1672,444043.4152
1673,285478.4901
1674,232655.2756
1675,197550.1578
1676,194076.4275
1677,220285.292
1678,541979.4561
1679,388056.745
1680,314368.0652
1681,243988.6124
1682,306525.6206
1683,181302.4512
1684,199039.9852
1685,181069.0764
1686,176735.4187
1687,180078.7231
1688,198738.0007
1689,204867.2537
1690,203468.8163
1691,189675.091
1692,264227.4808
1693,178131.8966
1694,178780.6609
1695,163709.1964
1696,281647.1271
1697,160869.7809
1698,359436.0229
1699,315402.7243
1700,247911.7755
1701,275115.0801
1702,241164.3176
1703,248282.0626
1704,280787.9768
1705,236598.2077
1706,473908.5164
1707,194164.1237
1708,193820.8197
1709,263543.9927
1710,216826.6509
1711,268248.8717
1712,246213.9954
1713,267826.1026
1714,221568.2863
1715,199777.1349
1716,182291.158
1717,184826.2046
1718,137067.5907
1719,210151.4366
1720,244898.6733
1721,182903.3292
1722,133580.7593
1723,164997.2666
1724,194607.7891
1725,240231.6665
1726,194493.524
1727,158284.6147
1728,188914.9295
1729,148259.397
1730,153586.1708
1731,120711.7866
1732,122521.7495
1733,113958.8034
1734,122732.093
1735,131509.762
1736,110763.0451
1737,289005.7336
1738,233910.2279
1739,237764.6863
1740,202073.7649
1741,185391.5472
1742,165847.8197
1743,176030.0635
1744,321297.3086
1745,211597.6142
1746,219011.8664
1747,214708.5853
1748,225211.1946
1749,149248.4152
1750,143595.453
1751,262894.442
1752,110084.6283
1753,144449.8813
1754,214450.0125
1755,168913.9609
1756,110687.6715
1757,111952.6906
1758,130666.6326
1759,147513.914
1760,165477.8163
1761,158298.1896
1762,160363.7473
1763,170403.4518
1764,114351.8616
1765,181377.2077
1766,189193.5001
1767,242839.4482
1768,129067.771
1769,173994.654
1770,146427.7631
1771,121326.8912
1772,137381.3156
1773,128099.9245
1774,155551.2968
1775,126012.2011
1776,121937.6896
1777,102182.4577
1778,138918.5125
1779,112746.4466
1780,184188.3158
1781,119492.8484
1782,85359.71002
1783,142629.1363
1784,98193.70269
1785,115736.0449
1786,123124.9075
1787,163479.3431
1788,61488.24458
1789,97687.49967
1790,93010.97976
1791,200547.1863
1792,150023.4242
1793,128912.9232
1794,149207.9711
1795,130397.8271
1796,117846.952
1797,135219.4089
1798,110504.1129
1799,106617.9035
1800,117835.2801
1801,123285.3919
1802,132814.2502
1803,142880.3858
1804,138071.5887
1805,130365.5585
1806,118107.8506
1807,143464.8926
1808,116735.6212
1809,110365.1946
1810,133597.553
1811,81659.48124
1812,95153.27403
1813,118520.3126
1814,85165.219
1815,63040.52047
1816,95172.76343
1817,106841.2983
1818,155854.4494
1819,128973.1694
1820,75174.33005
1821,110681.6438
1822,149367.2809
1823,65590.41153
1824,127352.5603
1825,121338.833
1826,102341.8109
1827,112744.3345
1828,119466.0421
1829,111852.0301
1830,131438.7941
1831,132472.9413
1832,85127.83183
1833,132852.1842
1834,131232.8204
1835,131438.4244
1836,122218.6355
1837,80809.63621
1838,138597.2781
1839,91204.87324
1840,148893.0681
1841,138016.1828
1842,87540.10219
1843,130912.3995
1844,130260.4581
1845,140795.2778
1846,158436.8167
1847,163545.3916
1848,54491.17768
1849,96969.04796
1850,115736.1788
1851,152080.3457
1852,118571.283
1853,134046.5978
1854,175451.9233
1855,154934.1518
1856,241455.1674
1857,142243.242
1858,143792.2459
1859,121804.8828
1860,167138.5973
1861,121180.0977
1862,334955.2614
1863,322466.1219
1864,322599.431
1865,328815.1242
1866,330625.7207
1867,231599.475
1868,313950.789
1869,211455.7774
1870,227451.3456
1871,247541.7138
1872,182994.6669
1873,245684.6469
1874,140773.4673
1875,209329.5224
1876,195539.6013
1877,218924.6331
1878,219310.1697
1879,129867.3078
1880,120134.3196
1881,250919.1376
1882,263358.8102
1883,192272.2245
1884,208836.3807
1885,262703.946
1886,301394.1016
1887,224902.5921
1888,287695.9079
1889,177175.8306
1890,115045.1574
1891,138708.1509
1892,98357.92537
1893,125595.2508
1894,126599.8511
1895,140433.7545
1896,128427.3395
1897,121116.4019
1898,118721.0863
1899,147157.9797
1900,136922.3271
1901,143020.4694
1902,150672.5825
1903,203161.9136
1904,132104.1935
1905,175873.9974
1906,122177.5785
1907,212634.5299
1908,110775.798
1909,136071.4101
1910,120701.0398
1911,191638.6964
1912,296402.7909
1913,158329.63
1914,78011.47531
1915,272651.1082
1916,74180.81709
1917,260933.2673
1918,147195.7046
1919,174581.8386
1920,161780.5686
1921,403804.2406
1922,312387.4839
1923,215284.0825
1924,239465.3032
1925,212065.2838
1926,383828.3248
1927,130507.4385
1928,161112.7286
1929,119424.2164
1930,138209.41
1931,134455.1225
1932,136672.1689
1933,167086.449
1934,179055.5328
1935,166488.8607
1936,188078.065
1937,181019.0336
1938,172178.8657
1939,231579.0905
1940,185223.1861
1941,172747.5169
1942,184329.0277
1943,198648.7687
1944,324919.1926
1945,360598.4848
1946,157546.8673
1947,307176.4651
1948,184129.2665
1949,267430.0383
1950,176051.5517
1951,273213.1585
1952,227804.1244
1953,165180.6537
1954,182241.5496
1955,124351.6383
1956,320312.8959
1957,156135.1244
1958,311563.3852
1959,151223.565
1960,109242.4004
1961,115700.938
1962,107375.9026
1963,114365.4739
1964,110818.5513
1965,137784.2188
1966,128922.9899
1967,264015.5533
1968,445648.6655
1969,374793.2619
1970,444850.6236
1971,499042.6453
1972,373483.1137
1973,261494.4616
1974,315213.8191
1975,559593.9019
1976,265130.5977
1977,359603.5265
1978,349382.1343
1979,306949.7681
1980,205269.6473
1981,325563.8809
1982,219448.6083
1983,204271.4005
1984,169872.5881
1985,222771.2099
1986,214727.5322
1987,178099.8408
1988,179711.3507
1989,199489.6745
1990,214309.3173
